epoch,loss,val_loss
0,0.80911707878112793,0.94571180343627925
1,0.80760217406701162,0.90506526827812195
2,0.7998813267880337,0.91042497456073757
3,0.79798581739517238,0.87515051960945134
4,0.7963129882948411,0.86197515428066251
5,0.79899833250007113,0.84621085226535797
6,0.80213424505595443,0.82668894231319423
7,0.7957713116036238,0.84664796888828275
8,0.79424084432488151,0.82524879276752472
9,0.79236572954327167,0.82386917769908907
10,0.79572990787585129,0.82126039862632749
11,0.79848732023882008,0.81406433284282687
12,0.7926563689942272,0.82714686393737791
13,0.79101413205107018,0.81530785858631138
14,0.78965673662434677,0.81317902207374571
15,0.79229747762169234,0.81257047653198244
16,0.79549745546164263,0.80594824850559232
17,0.78973190444517094,0.81166837215423582
18,0.78816058725899107,0.80818141996860504
19,0.78639513416151485,0.80992704629898071
20,0.78920234337622863,0.80418394207954402
21,0.7925237239736822,0.80407297909259801
22,0.78704208812010623,0.81145486235618591
23,0.78551999931192074,0.8018004447221756
24,0.78344243559899984,0.80190163552761073
25,0.78655227521464333,0.79950223863124847
26,0.78973572758305544,0.79695787131786344
27,0.78495079929336087,0.80322424769401546
28,0.78315302822106558,0.7990319222211838
29,0.78125044922184939,0.79724832177162175
30,0.78436132863698715,0.79697479009628291
31,0.78793673788194629,0.79397095143795016
32,0.78271561433226011,0.79880881011486049
33,0.78112264467488202,0.79552422165870662
34,0.77890486334450448,0.79823379814624784
35,0.78160360834184606,0.79324267506599422
36,0.78524108712356377,0.79262031316757198
37,0.7804256089096735,0.79794580638408663
38,0.77849618759580774,0.79298987090587614
39,0.77647211434740215,0.79155362546443941
40,0.77980222508979902,0.79240846335887904
41,0.78293026172918212,0.78930940032005314
42,0.77839318906416832,0.79292187392711644
43,0.77627208250801505,0.78988591134548192
44,0.77411453036115718,0.7892723470926285
45,0.77743171349739104,0.78861482143402095
46,0.78044437064231886,0.78623359203338627
47,0.77582323846021517,0.78687931895256047
48,0.77411953340330597,0.78729892671108248
49,0.77145642501737732,0.78578762710094452
50,0.7750701555398688,0.78700046241283417
51,0.77802276117031599,0.78386577963829041
52,0.77370445937583099,0.78961891233921055
53,0.77137828092917327,0.78509660065174103
54,0.76920753637980943,0.78429374098777771
55,0.77249525168009114,0.7857441127300262
56,0.77519082583696608,0.78113188147544865
57,0.77163177815371642,0.782959321141243
58,0.76916515835850829,0.78386606872081754
59,0.76747438221047803,0.78356696665287018
60,0.77009264475852979,0.78428740203380587
61,0.77241067089696858,0.78015102744102482
62,0.76898174564544719,0.78430972397327425
63,0.76686773730295588,0.78154222965240483
64,0.76484246693835367,0.78373255431652067
65,0.76756297346469804,0.78226387500762939
66,0.77017432246013939,0.77947793602943416
67,0.76673201006899516,0.78021354675292964
68,0.76391883756672718,0.77966695129871366
69,0.76260901357112387,0.7808436274528503
70,0.76546197433013807,0.78144094645977025
71,0.76777126994905365,0.77745441198348997
72,0.76452751560308307,0.77881935238838196
73,0.76183584586840947,0.78110252022743221
74,0.7602181667829998,0.77958955168724064
75,0.76310371687756828,0.78037385344505306
76,0.76560315882893704,0.777639576792717
77,0.76202886657848967,0.77617106139659886
78,0.75955911820427402,0.77866911888122559
79,0.75773151943654127,0.77882598936557768
80,0.76041302894297214,0.77941673994064331
81,0.7629976881059134,0.77500782907009125
82,0.76037186725294559,0.77599454224109654
83,0.75691396943234801,0.77527791559696202
84,0.7562452078044446,0.7774633496999741
85,0.75812795989497206,0.77762380242347717
86,0.76046575905048763,0.77937262356281278
87,0.75689645650661996,0.7768714994192123
88,0.75771953479163745,0.77349300086498263
89,0.75566791797467026,0.77597142457962032
90,0.75880031141693682,0.77605805993080135
91,0.7597934303066316,0.77289800643920903
92,0.75665637729355251,0.77482683360576632
93,0.75644565975631362,0.77332166433334348
94,0.75477666657026821,0.77425262033939357
95,0.75757839943342831,0.7760697335004807
96,0.75936346396326904,0.77344147861003876
97,0.75586267736325785,0.77408715188503263
98,0.75729566563921691,0.77382656633853908
99,0.75526871389831363,0.77418003678321834
100,0.75815201933007004,0.77381923794746399
101,0.75919028963427537,0.77251866459846497
102,0.7559346808725832,0.7738847076892853
103,0.75644347161256953,0.77352809011936186
104,0.75498618928709615,0.77382810711860661
105,0.75810943686996812,0.77376380562782288
106,0.75923201777077087,0.77271762490272522
107,0.75545768834339777,0.77354162335395815
108,0.75671259216263265,0.77349205315113068
109,0.7552916290897751,0.77330694794654842
110,0.75752881542209516,0.77348765432834621
111,0.7594937750081433,0.77356044948101044
112,0.75593561147972865,0.7732558965682983
113,0.75670652685526152,0.7733777850866318
114,0.7552881398174216,0.77325043976306918
115,0.75812266843626497,0.77348532080650334
116,0.75890574211870776,0.77362309396266937
117,0.75541516516997209,0.77343400120735173
